score,comment
10,"Oscar Isaac is phenomenal in Moon night. The story starts off slow, but it enthralls you with the details it shares. Once you get a grasp of what is happening to Steven Grant, Isaac's character, you can't look away. The dialogue is hilarious and delivered with Isaac's innate wit, humor and tangible emotion. The storyline is brilliant and keeps you at the edge of your seat. I can't wait for the next episodes. Disney and Marvel have definitely come up with another wonderful show to enjoy."
9,"I've been waiting for a while to see if The Moon Knight could be brought to the big/small screen and I'm impressed. Moon Knight is a tough character to interpret with all of the changes the character has gone through in the comic but the director, actors and crew did an amazing job.

I don't watch many streaming shows as they come out, I prefer to wait for it to all be released and binge it, but I will with this one. It's just that good."
8,Definite Daredevil vibes; the first episode is a slow burn leading up to an interesting final scene. I loved Oscar and felt for his character. I'm hoping for a little more back story but overall really enjoyed the show. Typically first episodes are always a little shaky but there's so much room for character development. Interested to see where they take Ethan Hawke's character; he makes an interesting villain.
9,"Story seems interesting.

Egyptian gods had always the best stories awesome first episode.

Hope the next episodes will be as cool las the first one.

Awesome."
10,"This is a very interesting series. There are deep thoughts in the series, a bit of history, an unsurpassed performance by Oscar Isaac, and the film is not like other Marvel films and it is much better !!!"
10,ONE OF THE BEST 1ST EPISODE OF MARVEL SERIES! Totally lit! Oscar Isaac really did a great job! And I can't wait to see the next episodes! Marvel never cease to disappoint!
8,"Not knowing anything about Moon Knight, I thoroughly enjoyed the first episode. While I'm still grasping what the story is about, the show is compelling and I can't wait to see more. I have a strong feeling this will be another Marvel hit."
9,"The first episode was so mind blowing. For the first time I watch an episode multiple times. I dont't understand why its getting bad reviews so soon. Like come on, its just the first episode. Some people just don't have common sense. Aside from that, this show could become the best there is."
9,"Loved the first episode, the show pacing is great for the character development and I cannot wait for the next episode. Different vibe and feel to it, looking forward to his adventure unfolding because I don't know what's going to happen."
8,"Thought it was a pretty good first episode, got to find out a little about the main character, and what he's been dealing with. I like that they went all in on the costume, a solid chase scene, and an interesting villian. Definitely be watching the rest of the series. People saying it's boring, have 5 min attention spans, and like to smash their toys together for a good time.

I will say there is one scene during the chase that needed much better CGI! It was very noticeable."
10,"Love the show as it sits now I've watched it several times and can't really pick a part that I wasn't completely happy about. Of course it's the first episode of a 6 parts. But I'm definitely looking forward to seeing what comes next!

Thank the people who were involved with bringing this to life!"
9,"Great show and story greatest epic music ever.

I,m very excited to see the end.

And thanks to the director and the greatest heaham nazih.

I,m stay tuned btw."
9,"Can't wait for what's next and how it'll contribute to the MCU.

The music is amazing by Hisham Nazih and the direction from Mohamed Diab I'm proud of them and the way the character contains ancient Egyptian history is remarkable."
10,I honestly didn't think that it was bad it was only the first episode so it dose take time to continue the story. I believe that this show is going to be great especially with Oscar Isaac as moon knight. ??
2,"Very mid for me, at least the first ep. But you should give it a try for the character, the actor tho.. Moon night is a very deep character and Oscar is not my favorite to play him, I personally don't like him as an actor and as a person for what he stands for, but we have to separate it, I'll keep watching to see where it's going.."
9,"One thing that the MCU has always done very well at portraying is that at the end of the day, after each battle has been fought. These characters are still just humans (or have human like emotion/intelligence).

That has really shown through with Isaac's vulnerable and relatable rendition of Steven.

The show takes you on a bit of a roller coaster throughout episode 1. Consisting of mystery, thriller, drama, and action sequences. All of which not giving away too much information or feeling rushed by any means. They did a fantastic job of introduction to the characters, grabbing the viewers attention, and leaving you with your mouth watering in excitement for the next week's episode."
7,"The first episode is rather intriguing. I, personally, love the mystery surrounding Steven. And I'm extremely excited to see what they do with his DID (hopefully they don't give bad representation)."
8,"The show has so much going for it not being fully connected to main MCU storylines, but the CG automatically shows Disney are worried about the show's performance (similar to Black Widow) overall though I don't think it'll impact my love for the show, I just want it to be better in future seasons if it has any."
10,"Was unsure about this show based off the trailer and the relatively unknown protagonist compared to other marvel shows but I highly enjoyed the first episode, it's got mystery, humour, good action sequences, what's not to love! Isaac portrays a man suffering from dissociative identity disorder amazingly well you have to admire his multi- character performance."
10,"I didn't know anything about moonknight going into this. I truly enjoyed the first episode (only one aired so far).

To the point where I was heartbroken when the credits began to roll, bring me more! ??"
9,"Highest praise I can give is that my wife thought it was the best Start of a Marvel series so far! Can't say better than that. But I will, Oscar ideas is a great actor and he brought a lot to his character, great humour and emotion. Didn't know the character before now but really looking forward to the rest of the series."
10,The first episode was really good! I liked how kinda chaotic it was. Oscar Isaac's performance was amazing and it had just the right amount of comedy and action you would expect from a marvel show. Moon Knight's costume design is awesome as well.
10,"The acting was great and the story was interesting and crazy. I didn't know much about the Moon Knight and that didn't matter. I can't wait to see more. I also loved the one throw away line in the episode that has so many people leaving 1 star remarks... If only he could have stopped it, lol!"
9,"Ok,so we all know that factually the armenian genocide happened because it was during a time when photographs,newspapers,telephones and radio existed amd was reporting on it so its now like this is some event that happened hundreds and hundreds of years ago that we are just taking some ancient story out of context right?....these people saying it didn't happen forget that people that lived thru it were still alive until very recently so we all know it happened.....just watch the show and enjoy it for what it is and what it is is awesome and not some hit piece on the people of turkey.."
10,Anyone that can watch this first episode and not love it shouldn't be allowed to comment. This was by far the best opening episode of any Marvel television show. The only thing is that I know I'll want more after the final episode saying that six episodes was way too short.
10,"This is a really fun series. Just relax, grab some favourite snack and just follow the plot. I really loved episode 1 and I cannot wait to see how the following episodes are going to go. The main character killed that role. It has some humour too. I love it love it love it love it.??????"
9,"This show is excellent. I mean, it's only been one episode. But Isaac's acting is excellent. I think this is a must see for anyone with interest in the darker future of the MCU.

I could see this as sharing many aspects with Batman, in terms of the style of action. Plus the psychological aspects are very very interesting. It brings a whole new meaning to the idea of secret identities.

Awesome show!"
10,Absolutely amazing start to the series- From the amazing actors and actresses. The cinematographer was just perfect!. Can't wait to see the remaining episodes.
1,"Anti consumer tactics like weekly releases are just stupid in 2022, we don't watch cable for that reason next thing you know they're going to be putting commercials every 10 minutes into the show.

If this show gets better I'll give it a fair review but as of now there is no merit for me to continue on giving anything positive to the show, it was too slow the character development was really annoying any substance of action moments were removed as a section of blackout with an attempt to censor the violence.

So far gives me venom rip off vibes.

The actors performance is awesome though it may be slow."
10,"I'll admit the beginning was a bit slow for me, but as the show went on i found it very good, as a guy who bought Moon Knight comics back in the day i think this series shows promise . The guys giving 1 star bad reviews are likely the ones from the government denying the genocide and they ain't worth worrying about. Watch it you'll probably like it."
10,"Real good cast, action sequences were really well done! Oscar Isaac transits between his personas really easily, just brilliant. I'm looking forward to when they show more of Konshu and Mark Spectre."
10,Really enjoyed the first episode. Can't wait for more. The actors are great and the story line is interesting. Marvel doesn't disappoint!!! Oscar Isaac is amazing.
10,"Cinematic and mind-blowing. Plays on all the emotions. Its soon becoming our favorite Marvel/Disney+ series, and thats saying a lot because we are big Marvel fans. My family is counting down the days to the next episode!"
10,"The music, acting, cinematography, and effects (outside of some CGI in the car chase) are all fantastic. It really spoke to me and my own struggles and life experiences, and was a very interesting take on Steven Grant.

It may be a bit bewildering for folks that have no prior knowledge of Moon Knight, but as a certified Lunatic I found the first episode exciting, heartbreaking, and very compelling. I can't wait to see where the rest of the show goes!"
10,Simply fantastic. The way the story builds using the madness makes for some of the best Marvel video to date. By far the best first episode of all the Marvel shows. Brilliant ending.
8,"I wish all episodes were available so I could binge watch it. Looks promising, I am not a comic book nerd that knows the origin, so I got questions. Making me wait is the only drawback so far. Hope I don't get busy and forget to dive in and finish."
10,"With only one episode out and I'm already hooked. Looking forward to upcoming episodes! The acting is good, the show keeps you intrigued and I love the costume!"
10,Was worried the show wasn't going to be worth it. It had a slow start but midway through began to pick up. It peaked at the end just in time for it to end with a cliffhanger.
10,Really enjoyed the first episode. Very funny yet also quite dark. Looking forward to see more of this. Surprisingly enjoyable. Oscar Isaac is brilliant and quirky with a very amusing English accent ??. Ethan Hawkes also very good. I highly recommend it to anyone enjoys MCU and non MCU fans alike. ????
10,"First time since these MCU shows started coming out that I'm actually really excited to see the next episode. The first episode was phenomenal in how it introduces Steven Grant as a mild mannered man with obvious psychological issues. People who complain about the blackout moments in the episode obviously do not have the foresight to know that those moments will be revisited later. Oscar Isaac kills it as usual, and his accents are great as well."
10,I don't know anything about this character. The show was entertaining gripping visually stunning with added humour. I think these days people forget to just enjoy things not criticise everything it is someone's vision actualized and enjoyed it thoroughly.
10,"I don't want to spoil anything because I want others to go out and enjoy it . It's a great first episode, Steven's blackouts are a clever way of utilizing the comics and I can't wait to see what else they do."
8,"The first episode was good. Looking forward to the rest of the series. Wonder what crossover story line we'll get with this one. Haven't seen Ethan Hawke in a while, plays character well."
10,Great start to marvel show. Also shows mental illness under a good light. Love the Egyptian gods references. Also the review bombs are silly and just denial of reality.
8,"I'll change this if things change, but the first episode has given me really high hopes for the show. If it keeps going the way it is, it may end up being my favorite Marvel show so far. Ethan Hawke's character is super intriguing, and I've loved all aspects of Oscar Isaac's performance."
10,Oscar Isaac and Ethan Hawke shine big time! The first episode sets us up for a very promising series. Oscar Isaac and Ethan Hawke absolutely crush their roles. Playing to their strengths using a story that is rooted in Egyptian lore. I'm sure this will be my favorite Marvel show if they keep this going. Must watch!
8,"I really enjoyed it! It really captured the disorganized feelings that come from a dissociative disorder!

So far this is the most relatable marvel character I've ever seen."
9,Best intro of the Marvel shows so far Imo. I enjoyed that we were discovering things along with Steven for the first episode and hopefully now we will get some alter action with Marc/MoonKnight.
10,"This show is very fun, and different to normal Marvel programs. I think it should be given a chance.

Please don't destroy it's potential by making bad reviews after just one episode."
9,"I love Egypt, Egyptian mythology, egyptian culture, ancient and modern. Damn, I even love egyptian people. And something tells me the story of this character is going to be my jam.

The first episode was gripping, nail biting, full of action, with an increasing rythm that will bring you to the edge of your seat. Oscar Isaac does a brilliant role, playing an imperfect but compassionate man with a secret he doesn't very well understand. And we will see him doing amazing things. I am sure."
9,"The show started very strongly, and for someone who hasn't read the comics it was all the more interesting trying to figure out what was going on. Shot well, was funny in places but also managed a few moments where you really felt for the Steven character, and was delightful for anyone with an interest in Egyptian mythology to see what they made of it.

Can't wait for more."
10,Marvel is always so creative and leaves me wanting more! Moon Knight does just that. The characters are always so complex and interesting. Awesome super hero costume too!!
6,"One of the best shows from Marvel, at least opening episode wise. It had the Marvel flavour, but was also quite different. As someone who knows nothing about this character, I am already hooked, and look forward to watching all the remaining episodes."
10,"What a fun portrayal of a superhero with a split personality. Marvel has proven yet again that they can make a dramatic, fun & action-packed TV show. Oscar Isaac's portrayal of Steven Grant/Marc Spector is absolutely fantastic, as he usually is in his roles. While generally I feel unfavorably toward Ethan Hawke's acting, I feel he also does a wonderful job creating an enigmatic and zealous character."
6,"I'm in no way deep into the marvel TV series rabbit hole (outside of daredevil because it was excellent and the one marvel zombies episode because I saw the comic). This is because they seem generic, but I have always been a fan of moon knight as a hero and his comics, and so far in episode 1 we have definitely seen the weirdness that the character can bring in full effect. I do believe that this will be something different compared to other marvel shows, as even in the first scene we see something truly unique that would never be attempted in another marvel property. Also the fact that the majority of 1 star reviews here start with ""MCU fanboy"" or something to that degree isn't a good look, like come on guys, I'm against marvel fanboy cringe as much as the next guy but you are getting to the point your just as bad."
10,"I can't wait for the rest of this season. Great acting by Oscar and sure to be a creative choice in the ways of Marvel heroes with a mailable story. You can do a lot with Moon Knight, who knows maybe he will land in the avengers. The CGI was great as well."
8,"I have seen First episode of MoonKnight, and I can say Oscar Isaac has done a perfect work with this role. The episode Is full of suspance and it presents the charachters in such a marvelous way. There Is only a Little problem: sometimes green screens are awful."
10,This Marvel geek loved it from minute one and Oscar Isaacs is fantastic in this. Can't wait Dor the other episodes to drop. Well done! Keep me coming.
8,"Definitely intrigued by the show so far. I disagree with certain political views or misinterpretations of history, but it doesn't stop me from enjoying the show. Can't wait to see Oscars character progresses and looking forward to more episodes."
10,"I have watched it 5 times and it is amazing, Ii have been are of the character and I so appreciated the different view from on of his personalities. There is a huge contrast between Steven and Marc. Thankyou for this series, hope it goes beyond Season 1."
10,Moon knight is one comic I could not get into! But seeing this first ep I was gobsmack at how good it was. The story has started of strong Just hope the rest of the show holds up.
10,"Since only one episode has come out so far I can't say much but so far it has been fantastic. Great visuals, interesting story and Oscar Issac has knocked it out of the park."
9,"I'm not familiar with Moon Knight, but this first episode highlights Oscar Isaac's acting and Marvel's excellent world building. I can't wait to see where this series takes us!"
10,"It was a good mix of action, mystery and emotion. I couldn't help but feel very sympathetic for the main character while he struggles with his mental illness. There are some funny scenes and some important historical references that mean a lot. I highly reccend this show!"
8,I like this first episode a lot. It kinda feels scary and confuses the fu out of you but I think it makes it even better. My favourite thing about it was how he skipped forward multiple days over night. Cant wait for the next episode.
